"","link_direttore","link_descrizione","link_ricerca","link_pubblicazioni","link_servizi","link_competenze","link_collaborazioni","link_formazione","link_biblioteche","link_banchedati","link_focus","link_focus_ITA","links_logo","nome_ist","url","links_webist","links_mailist","links_pres_ist","indirizzo","tel","fax","web_site","direttore","mail","dipartimento"
"13","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=092","http://www.cnr.it/istituti/Descrizione_eng.html?cds=092","http://www.cnr.it/istituti/Ricerca_eng.html?cds=092","Pubblicazioni_eng.html?cds=092","http://www.cnr.it/istituti/Servizi_eng.html?cds=092","http://www.cnr.it/istituti/Competenze_eng.html?cds=092","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=092","http://www.cnr.it/istituti/Formazione_eng.html?cds=092","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=092","http://www.cnr.it/istituti/Banchedati_eng.html?cds=092","http://www.cnr.it/istituti/Focus_eng.html?cds=092","http://www.cnr.it/istituti/Focus.html?cds=092","http://www.cnr.it/istituti/./logo_isma_small.jpg?LO=01000000d9c8b7a6080000000800000051e62000c8e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di Studi sul Mediterraneo Antico","http://www.cnr.it/istituti/DatiGenerali.html?cds=092","http://www.isma.cnr.it/","mailto:direttore@isma.cnr.it","http://www.cnr.it/istituti","Via Salaria km 29,300 - 00015 Monterotondo Stazione RM Lazio","+39 06 06 90672670","+39 06 90672818","http://www.isma.cnr.it/","Prof. ALESSANDRO NASO    -","direttore@isma.cnr.it","Patrimonio Culturale"
"14","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=003","http://www.cnr.it/istituti/Descrizione_eng.html?cds=003","http://www.cnr.it/istituti/Ricerca_eng.html?cds=003","Pubblicazioni_eng.html?cds=003","http://www.cnr.it/istituti/Servizi_eng.html?cds=003","http://www.cnr.it/istituti/Competenze_eng.html?cds=003","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=003","http://www.cnr.it/istituti/Formazione_eng.html?cds=003","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=003","http://www.cnr.it/istituti/Banchedati_eng.html?cds=003","http://www.cnr.it/istituti/Focus_eng.html?cds=003","http://www.cnr.it/istituti/Focus.html?cds=003","http://www.cnr.it/istituti/","Istituto di analisi dei sistemi ed informatica ""Antonio Ruberti""","http://www.cnr.it/istituti/DatiGenerali.html?cds=003","http://www.iasi.cnr.it","mailto:iasi@iasi.cnr.it","http://www.cnr.it/istituti","Via dei Taurini, 19 - 00185 Roma RM Lazio","+39 06 49931","+39 06 4993 7106","http://www.iasi.cnr.it","Dr. GIOVANNI RINALDI    ","iasi@iasi.cnr.it","ICT"
"15","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=007","http://www.cnr.it/istituti/Descrizione_eng.html?cds=007","http://www.cnr.it/istituti/Ricerca_eng.html?cds=007","Pubblicazioni_eng.html?cds=007","http://www.cnr.it/istituti/Servizi_eng.html?cds=007","http://www.cnr.it/istituti/Competenze_eng.html?cds=007","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=007","http://www.cnr.it/istituti/Formazione_eng.html?cds=007","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=007","http://www.cnr.it/istituti/Banchedati_eng.html?cds=007","http://www.cnr.it/istituti/Focus_eng.html?cds=007","http://www.cnr.it/istituti/Focus.html?cds=007","http://www.cnr.it/istituti/./logo IBP.jpg?LO=01000000d9c8b7a6080000000800000012e6200089e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di biochimica delle proteine","http://www.cnr.it/istituti/DatiGenerali.html?cds=007","http://www.ibp.cnr.it","mailto:d.corda@ibp.cnr.it","http://www.cnr.it/istituti","Via Pietro Castellino n. 111 - 80131 Napoli NA Campania","081 6132273 - 081 6132536","081 6132277","http://www.ibp.cnr.it","Dr. DANIELA CORDA    ","d.corda@ibp.cnr.it","Scienze della Vita"
"16","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=008","http://www.cnr.it/istituti/Descrizione_eng.html?cds=008","http://www.cnr.it/istituti/Ricerca_eng.html?cds=008","Pubblicazioni_eng.html?cds=008","http://www.cnr.it/istituti/Servizi_eng.html?cds=008","http://www.cnr.it/istituti/Competenze_eng.html?cds=008","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=008","http://www.cnr.it/istituti/Formazione_eng.html?cds=008","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=008","http://www.cnr.it/istituti/Banchedati_eng.html?cds=008","http://www.cnr.it/istituti/Focus_eng.html?cds=008","http://www.cnr.it/istituti/Focus.html?cds=008","http://www.cnr.it/istituti/","Istituto di biofisica","http://www.cnr.it/istituti/DatiGenerali.html?cds=008","http://www.ibf.cnr.it","mailto:direttore@ge.ibf.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000001ae711000ef1ed53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via De Marini, 6 - Torre di Francia - 16149 Genova GE Liguria","0106475577","0106475500","http://www.ibf.cnr.it","Dott. MICHAEL PUSCH    Direttore","direttore@ge.ibf.cnr.it",NA
"17","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=009","http://www.cnr.it/istituti/Descrizione_eng.html?cds=009","http://www.cnr.it/istituti/Ricerca_eng.html?cds=009","Pubblicazioni_eng.html?cds=009","http://www.cnr.it/istituti/Servizi_eng.html?cds=009","http://www.cnr.it/istituti/Competenze_eng.html?cds=009","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=009","http://www.cnr.it/istituti/Formazione_eng.html?cds=009","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=009","http://www.cnr.it/istituti/Banchedati_eng.html?cds=009","http://www.cnr.it/istituti/Focus_eng.html?cds=009","http://www.cnr.it/istituti/Focus.html?cds=009","http://www.cnr.it/istituti/","Istituto di bioimmagini e fisiologia molecolare","http://www.cnr.it/istituti/DatiGenerali.html?cds=009","http://www.ibfm.cnr.it","mailto:direzione@ibfm.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000003fdc2d00931a0154000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Fratelli Cervi, 93 - 20090 Segrate MI Lombardia","0221717514","0221717558","http://www.ibfm.cnr.it","Prof.ssa MARIA CARLA GILARDI    ","direzione@ibfm.cnr.it",NA
"18","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=010","http://www.cnr.it/istituti/Descrizione_eng.html?cds=010","http://www.cnr.it/istituti/Ricerca_eng.html?cds=010","Pubblicazioni_eng.html?cds=010","http://www.cnr.it/istituti/Servizi_eng.html?cds=010","http://www.cnr.it/istituti/Competenze_eng.html?cds=010","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=010","http://www.cnr.it/istituti/Formazione_eng.html?cds=010","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=010","http://www.cnr.it/istituti/Banchedati_eng.html?cds=010","http://www.cnr.it/istituti/Focus_eng.html?cds=010","http://www.cnr.it/istituti/Focus.html?cds=010","http://www.cnr.it/istituti/","Istituto di biologia agro-ambientale e forestale","http://www.cnr.it/istituti/DatiGenerali.html?cds=010","http://www.ibaf.cnr.it","mailto:segreteria@ibaf.cnr.it","http://www.cnr.it/istituti","Via Guglielmo Marconi, 2 - 05010 Porano TR Umbria","0763 37491","0763 374980","http://www.ibaf.cnr.it","Dr. ANGELO MASSACCI    ","segreteria@ibaf.cnr.it",NA
"19","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=012","http://www.cnr.it/istituti/Descrizione_eng.html?cds=012","http://www.cnr.it/istituti/Ricerca_eng.html?cds=012","Pubblicazioni_eng.html?cds=012","http://www.cnr.it/istituti/Servizi_eng.html?cds=012","http://www.cnr.it/istituti/Competenze_eng.html?cds=012","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=012","http://www.cnr.it/istituti/Formazione_eng.html?cds=012","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=012","http://www.cnr.it/istituti/Banchedati_eng.html?cds=012","http://www.cnr.it/istituti/Focus_eng.html?cds=012","http://www.cnr.it/istituti/Focus.html?cds=012","http://www.cnr.it/istituti/","Istituto di biologia e biotecnologia agraria","http://www.cnr.it/istituti/DatiGenerali.html?cds=012","http://www.ibba.cnr.it","mailto:direttore@ibba.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000ff5923004e5abe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Edoardo Bassini, 15 - 20133 Milano MI Lombardia","0223699430","0223699411","http://www.ibba.cnr.it","Dott ALDO CERIOTTI    Direttore","direttore@ibba.cnr.it",NA
"20","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=014","http://www.cnr.it/istituti/Descrizione_eng.html?cds=014","http://www.cnr.it/istituti/Ricerca_eng.html?cds=014","Pubblicazioni_eng.html?cds=014","http://www.cnr.it/istituti/Servizi_eng.html?cds=014","http://www.cnr.it/istituti/Competenze_eng.html?cds=014","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=014","http://www.cnr.it/istituti/Formazione_eng.html?cds=014","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=014","http://www.cnr.it/istituti/Banchedati_eng.html?cds=014","http://www.cnr.it/istituti/Focus_eng.html?cds=014","http://www.cnr.it/istituti/Focus.html?cds=014","http://www.cnr.it/istituti/","Istituto di biomedicina e di immunologia molecolare ""Alberto Monroy""","http://www.cnr.it/istituti/DatiGenerali.html?cds=014","http://www.ibim.cnr.it","mailto:viegi@ibim.cnr.it","http://www.cnr.it/istituti","Via Ugo La Malfa, 153 - 90146 Palermo PA Sicilia","0916809501- 0916809194","0916809122/ 0916809504","http://www.ibim.cnr.it","Dr. GIOVANNI VIEGI    ","viegi@ibim.cnr.it","Medicina"
"21","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=015","http://www.cnr.it/istituti/Descrizione_eng.html?cds=015","http://www.cnr.it/istituti/Ricerca_eng.html?cds=015","Pubblicazioni_eng.html?cds=015","http://www.cnr.it/istituti/Servizi_eng.html?cds=015","http://www.cnr.it/istituti/Competenze_eng.html?cds=015","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=015","http://www.cnr.it/istituti/Formazione_eng.html?cds=015","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=015","http://www.cnr.it/istituti/Banchedati_eng.html?cds=015","http://www.cnr.it/istituti/Focus_eng.html?cds=015","http://www.cnr.it/istituti/Focus.html?cds=015","http://www.cnr.it/istituti/","Istituto di biomembrane e bioenergetica","http://www.cnr.it/istituti/DatiGenerali.html?cds=015","http://www.ibbe.cnr.it","mailto:g.pesole@ibbe.cnr.it","http://www.cnr.it/istituti","Via Giovanni Amendola 165/A - 70126 Bari BA Puglia","0805443389","0805443317","http://www.ibbe.cnr.it","Prof GRAZIANO PESOLE    ","g.pesole@ibbe.cnr.it",NA
"22","http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=016","http://www.cnr.it/istituti/Descrizione_eng.html?cds=016","http://www.cnr.it/istituti/Ricerca_eng.html?cds=016","Pubblicazioni_eng.html?cds=016","http://www.cnr.it/istituti/Servizi_eng.html?cds=016","http://www.cnr.it/istituti/Competenze_eng.html?cds=016","http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=016","http://www.cnr.it/istituti/Formazione_eng.html?cds=016","http://www.cnr.it/istituti/Biblioteche_eng.html?cds=016","http://www.cnr.it/istituti/Banchedati_eng.html?cds=016","http://www.cnr.it/istituti/Focus_eng.html?cds=016","http://www.cnr.it/istituti/Focus.html?cds=016","http://www.cnr.it/istituti/./logo_ibimet.jpg?LO=01000000d9c8b7a6080000000800000008e620007fe6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000","Istituto di biometeorologia","http://www.cnr.it/istituti/DatiGenerali.html?cds=016","http://www.ibimet.cnr.it","mailto:direttore@ibimet.cnr.it","http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000ff5a23004e5bbe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf","Via Giovanni Caproni, 8 - 50145 Firenze FI Toscana","0553033711","055308910","http://www.ibimet.cnr.it","Dott ANTONIO RASCHI    ","direttore@ibimet.cnr.it",NA
